owner_id,report_potential_stockout_check,instance_id
4589e374e5584bb7badddc2c22a8b184,no,10a1f4e4-6369-465a-891e-863d0d83ff1b
4589e374e5584bb7badddc2c22a8b184,yes,31d23368-cfeb-42bc-b10f-810ca3dfaa0d
4589e374e5584bb7badddc2c22a8b184,no,7e92c65e-db71-4897-91e1-0cdccc2ce19d
4589e374e5584bb7badddc2c22a8b184,no,993c6fb2-3437-47f4-9946-f2e1adc197f2
4589e374e5584bb7badddc2c22a8b184,yes,c7d02888-ac08-4cc5-8a1f-c2a1ef19996d
4589e374e5584bb7badddc2c22a8b184,yes,8842d5fa-9cd9-4143-a289-4f15b89bfc78
4589e374e5584bb7badddc2c22a8b184,yes,51ede82f-f53d-4565-a1f2-f56e62b1e136
4589e374e5584bb7badddc2c22a8b184,no,763264dd-44db-41a0-b1ae-3402a9b028fc
4589e374e5584bb7badddc2c22a8b184,yes,9b914650-dfab-4af3-aeec-5588022a8561
4589e374e5584bb7badddc2c22a8b184,yes,702cd865-312f-4506-b452-1dd0c4680e42
4589e374e5584bb7badddc2c22a8b184,yes,4cbc08f8-2b7b-4066-b44e-333b40ec07c5
4589e374e5584bb7badddc2c22a8b184,yes,74255a4a-167a-452e-a089-5898f8655edd
4589e374e5584bb7badddc2c22a8b184,yes,3354a0de-f476-4e6a-96de-8f6c99b39735
4589e374e5584bb7badddc2c22a8b184,yes,0b9066ad-06e5-4f0f-b80e-ee1d57a8c276
4589e374e5584bb7badddc2c22a8b184,no,30e4cb3e-b4e3-4ff0-9746-8a094520d044
4589e374e5584bb7badddc2c22a8b184,yes,0f5b1a2d-c87e-49e9-b777-491fcb627302
4589e374e5584bb7badddc2c22a8b184,yes,0690788b-0cfe-40df-9686-c7fe980c5808
4589e374e5584bb7badddc2c22a8b184,yes,b895efd2-70d7-44d4-a455-22f386834476
4589e374e5584bb7badddc2c22a8b184,no,585e3e20-d2eb-45e7-9fa0-4a53834fd448
4589e374e5584bb7badddc2c22a8b184,no,609b32eb-3d31-4a52-8884-df5cbd3303fa
4589e374e5584bb7badddc2c22a8b184,no,2d59d0bb-d2e3-49f8-bb58-eab0f68aee65
4589e374e5584bb7badddc2c22a8b184,yes,2cce0ad1-fe4d-4d2f-8718-4fda6f2e6791
4589e374e5584bb7badddc2c22a8b184,no,42e6652e-fcef-4c40-9166-6a98e8942d56
48d80a3062aa4ef2935b9985ee4526a9,yes,86241f87-5b89-4a76-a155-36402dd510ef
48d80a3062aa4ef2935b9985ee4526a9,yes,fa5280ed-a7a2-4073-a44b-eb9fcb2661ed
48d80a3062aa4ef2935b9985ee4526a9,no,ad6a706d-c614-409c-b8f8-6e4a16a73154
48d80a3062aa4ef2935b9985ee4526a9,no,35e9a81e-7440-4f0f-b1c7-e099144f7c6e
48d80a3062aa4ef2935b9985ee4526a9,yes,132d5e0f-dd11-42ba-b245-d073f8d8c17a
48d80a3062aa4ef2935b9985ee4526a9,yes,c0f6eb7c-0e77-4521-b1d9-df2e595ac9ce
48d80a3062aa4ef2935b9985ee4526a9,no,387a74d4-249c-48fe-81dc-0507b778fb1f
48d80a3062aa4ef2935b9985ee4526a9,no,fe8199aa-df2f-42e1-bc79-b8160654ef6b
48d80a3062aa4ef2935b9985ee4526a9,yes,f0c10a06-71d7-4ec4-85c3-ceb22877ae73
48d80a3062aa4ef2935b9985ee4526a9,yes,7d7cd07c-900d-4f1c-a4c0-27b8617d7c20
48d80a3062aa4ef2935b9985ee4526a9,no,aaf82be5-31d5-433b-868e-ada51e7a1b11
48d80a3062aa4ef2935b9985ee4526a9,yes,d6dc320f-e89d-4989-b1d2-04c93389f47a
48d80a3062aa4ef2935b9985ee4526a9,no,18fd7561-384b-431c-b051-8273834c8f49
48d80a3062aa4ef2935b9985ee4526a9,yes,bc1d9d4c-78c2-4292-920a-966ee838c722
48d80a3062aa4ef2935b9985ee4526a9,yes,cf8c3b32-ec39-416e-9311-a16f18e1191f
48d80a3062aa4ef2935b9985ee4526a9,yes,49dfdedf-50ce-4057-972a-4ef0609aaceb
48d80a3062aa4ef2935b9985ee4526a9,no,ffae6e20-81e9-486b-959a-c646eeaae67c
48d80a3062aa4ef2935b9985ee4526a9,yes,f9afbc74-956a-4b66-916a-282daa255579
48d80a3062aa4ef2935b9985ee4526a9,yes,abfceb26-3a3e-41e7-bca3-529a4d309f14
48d80a3062aa4ef2935b9985ee4526a9,yes,01d67227-d732-4f27-b59a-20c01c2be25a
48d80a3062aa4ef2935b9985ee4526a9,yes,65d4d266-70e0-4a83-a2ec-d891788c716c
48d80a3062aa4ef2935b9985ee4526a9,no,0590fc76-d076-4c09-b13b-04f54dc87001
48d80a3062aa4ef2935b9985ee4526a9,yes,e09fd619-b6fc-4683-bb08-3eb50f489686
48d80a3062aa4ef2935b9985ee4526a9,no,138b7964-9620-4ebe-b046-c697dc468948
48d80a3062aa4ef2935b9985ee4526a9,yes,d42b8853-b62c-4cb8-8a86-fddcdbcf73a0
48d80a3062aa4ef2935b9985ee4526a9,yes,2cb304fc-634e-4b30-b29f-e8faadd5cd8c
48d80a3062aa4ef2935b9985ee4526a9,yes,cc32fade-92e5-4e62-959a-3304aec58a37
48d80a3062aa4ef2935b9985ee4526a9,no,abd444c1-6c8d-4833-967b-fd6972d99bc5
48d80a3062aa4ef2935b9985ee4526a9,yes,1c9077fd-974d-4a32-afd2-a41c47045ca0
48d80a3062aa4ef2935b9985ee4526a9,no,831fe6f8-83da-4f27-a4a8-f2da868bccb3
48d80a3062aa4ef2935b9985ee4526a9,yes,f37d1399-5acc-46d9-99fd-e5d1ffc82113
48d80a3062aa4ef2935b9985ee4526a9,yes,b380fa1f-e4e4-4c8e-bec9-7e7ebfde9893
48d80a3062aa4ef2935b9985ee4526a9,no,201fb179-8cb4-4b93-918b-287cf5efda78
48d80a3062aa4ef2935b9985ee4526a9,no,cf78de06-a767-4a31-9559-3cc240b0d932
48d80a3062aa4ef2935b9985ee4526a9,no,8ec86709-f094-49f6-b6f9-3a25a342d9c7
48d80a3062aa4ef2935b9985ee4526a9,yes,41eb602e-bd75-4741-afdb-a35cfffd15fc
48d80a3062aa4ef2935b9985ee4526a9,yes,235c366e-c5d7-483a-b7db-5de4af25402a
48d80a3062aa4ef2935b9985ee4526a9,no,4ffb8ffa-07f1-46cc-aaae-ea5214157ebb
285ddbf3cefd48419ad273e743b47f9c,no,0c842f60-af56-4a18-9245-262c06e6870c
285ddbf3cefd48419ad273e743b47f9c,yes,ed642013-810e-43a1-984d-57e1cf201288
285ddbf3cefd48419ad273e743b47f9c,no,9c1b6796-36e0-42c2-b9e2-2b1690768f9e
285ddbf3cefd48419ad273e743b47f9c,no,98eb3a34-6d2f-4a31-835c-3b935d6d4091
285ddbf3cefd48419ad273e743b47f9c,yes,62b423d9-0c8a-4a97-b52f-d84598cd605e
285ddbf3cefd48419ad273e743b47f9c,yes,5c574700-6169-4426-856a-d9bfbdc3d217
285ddbf3cefd48419ad273e743b47f9c,yes,baeff042-8a52-44f1-9a4d-deabefcd6341
285ddbf3cefd48419ad273e743b47f9c,no,605a2a0e-0968-42cd-9415-3bd37ccce016
285ddbf3cefd48419ad273e743b47f9c,no,34e6969e-b5ae-49fa-a82d-33c9d2bbd2a7
285ddbf3cefd48419ad273e743b47f9c,yes,0a846403-5c27-44d6-bff6-1c9789aef8d6
285ddbf3cefd48419ad273e743b47f9c,no,2510a208-22c3-485c-84f7-7fa3cd05bdc2
285ddbf3cefd48419ad273e743b47f9c,no,20e9bd8d-6fd4-471a-a778-4e98759dd447
285ddbf3cefd48419ad273e743b47f9c,yes,159ec876-6308-4a91-8452-fbc25cd383b6
285ddbf3cefd48419ad273e743b47f9c,no,6e927f56-bd8c-4a84-b776-ab8c793bd701
d52459271fa24bc89bda1342174571cc,no,785ee7d0-4993-47da-816c-a525dc74c1f6
d52459271fa24bc89bda1342174571cc,yes,0e9973f3-87b4-4d5d-a7a8-41a13e909e01
d52459271fa24bc89bda1342174571cc,no,7a9f7610-bf88-4b46-bcd8-b7513cf1330b
d52459271fa24bc89bda1342174571cc,yes,fe8aac7f-df41-4725-a5e9-dea5469a992e
d52459271fa24bc89bda1342174571cc,yes,b5f4d06d-8bc5-4c95-be50-9215fb87011b
d52459271fa24bc89bda1342174571cc,yes,d9fdbd24-e5da-45a1-8f69-10e6d74adc38
d52459271fa24bc89bda1342174571cc,yes,5f221043-4984-413a-82a0-fe8ea4dae7b9
d52459271fa24bc89bda1342174571cc,no,053f2cc6-55f0-43a5-a7fe-33eea997b0d0
d52459271fa24bc89bda1342174571cc,yes,b385656b-5d38-496b-a8e8-df4b8ec3d398
d52459271fa24bc89bda1342174571cc,no,ff8ae36b-6ad5-4957-a6ff-5efec181558a
d52459271fa24bc89bda1342174571cc,no,3b342ed4-543e-4e35-b3e9-2f77df2b12c6
d52459271fa24bc89bda1342174571cc,yes,7da6d892-d489-4b95-936e-d79edc06576c
d52459271fa24bc89bda1342174571cc,no,ce228677-151b-4625-8af8-bc375043a4d5
d52459271fa24bc89bda1342174571cc,no,34685932-4b3e-4c4a-a0d3-086323a540a5
d52459271fa24bc89bda1342174571cc,no,68dc0bdd-52f1-4b98-9366-8b13f1402792
d52459271fa24bc89bda1342174571cc,yes,7347122d-b13d-4f52-8738-7d6aac535d1d
d52459271fa24bc89bda1342174571cc,yes,3ef12235-0509-42a1-be8b-88eeb08868ac
d52459271fa24bc89bda1342174571cc,no,81d68ac0-e072-40b7-a121-13570918027b
d52459271fa24bc89bda1342174571cc,yes,39f11dfc-da52-4eaa-90cd-f00c0348e41b
d52459271fa24bc89bda1342174571cc,yes,ebeeb1d5-a17d-422a-9276-42f6338ab54d
d52459271fa24bc89bda1342174571cc,yes,6cc9eb13-ac7a-4b50-8646-48af569a501c
d52459271fa24bc89bda1342174571cc,no,1dc9c439-c7c5-4ff7-99a5-1d5f054bde9e
d52459271fa24bc89bda1342174571cc,yes,fdb1ecc4-1522-453a-b517-8fd24a3d1d64
d52459271fa24bc89bda1342174571cc,yes,e933eb9f-1c04-4e90-b3c5-b7a970b57a43
d52459271fa24bc89bda1342174571cc,no,4bdc13d1-c0a2-46b8-9ac5-188943f7323f
d52459271fa24bc89bda1342174571cc,no,26124f66-450d-424a-a38f-a41cdd33306d
d52459271fa24bc89bda1342174571cc,yes,bbf4fe36-00e4-43a2-849d-00a16ae18f6b
d52459271fa24bc89bda1342174571cc,yes,2fda515a-149d-4711-9895-378fb0d15339
d52459271fa24bc89bda1342174571cc,no,21d10ae1-7f0f-4f65-a038-f94d4ca5f0fa
d52459271fa24bc89bda1342174571cc,no,719e3d92-13c3-488c-848d-da5b6ef7ae83
d52459271fa24bc89bda1342174571cc,no,ac217117-9136-4f56-a5fe-65b01aa6b08c
d52459271fa24bc89bda1342174571cc,no,9bd213ca-99bd-44ba-9730-cfebca0430c7
d52459271fa24bc89bda1342174571cc,no,8496a857-02a2-48c4-b1c1-6b667a76dbe3
d52459271fa24bc89bda1342174571cc,no,a386d3d5-fea0-4415-aa0f-9017f0e2cf9b
d52459271fa24bc89bda1342174571cc,no,9d0f4a94-d41f-4173-8208-4b05ee4979e9
b9b69fee2ce24a898c8de5c8a7cee984,no,509a273e-5d09-4039-a821-ee1bd3004883
b9b69fee2ce24a898c8de5c8a7cee984,yes,69706380-3621-461b-a3d0-f30845cb82b5
b9b69fee2ce24a898c8de5c8a7cee984,no,2cbb3098-b889-47a9-b377-d38e261d0a75
b9b69fee2ce24a898c8de5c8a7cee984,no,34673d00-18c6-448d-bb4f-847cb041f167
b9b69fee2ce24a898c8de5c8a7cee984,no,fae00d9d-446f-423d-b8ae-392b36787256
b9b69fee2ce24a898c8de5c8a7cee984,yes,f2488301-e6d2-4092-83b5-982f525755bb
b9b69fee2ce24a898c8de5c8a7cee984,yes,e6df6b7a-3358-4e86-b7df-5b8b90717223
b9b69fee2ce24a898c8de5c8a7cee984,no,01f2a50f-cb5f-401b-ba5b-fb0fd962cb0b
b9b69fee2ce24a898c8de5c8a7cee984,no,f46d10f6-d2e5-412c-8d21-3521db9178c1
b9b69fee2ce24a898c8de5c8a7cee984,yes,0ad9d9ad-2fd1-4d30-910f-79619ed4ef40
b9b69fee2ce24a898c8de5c8a7cee984,yes,bde7d329-7e05-4dbd-8509-62ad20d8926f
b9b69fee2ce24a898c8de5c8a7cee984,no,e3a3189f-8c98-4768-9b1c-331db684afbe
17665018cb624233ab5f19eeca0d357b,yes,fb56c000-33d0-4837-b340-780219d927c2
17665018cb624233ab5f19eeca0d357b,yes,42424f30-84b0-4ff5-9ab6-d1b8b1421fd0
17665018cb624233ab5f19eeca0d357b,no,49406cee-334b-450b-bbec-2e4ccfb49752
17665018cb624233ab5f19eeca0d357b,yes,954cac9b-fa3c-4f58-b58d-b04f828b1fc5
17665018cb624233ab5f19eeca0d357b,yes,ee434091-1315-4c52-9277-9eb72b0c9fbd
17665018cb624233ab5f19eeca0d357b,no,be347099-e84f-44df-9b14-f5446236ca66
17665018cb624233ab5f19eeca0d357b,yes,144c2102-f455-4ac9-ae9f-fdfd22582437
17665018cb624233ab5f19eeca0d357b,yes,0fc6ffaf-027b-454d-9765-03cc89324de6
17665018cb624233ab5f19eeca0d357b,no,3c3cd36f-4a21-4bf0-a1df-dd07b488829b
17665018cb624233ab5f19eeca0d357b,yes,79088d1b-5e48-4996-872e-f67d26a62c12
17665018cb624233ab5f19eeca0d357b,yes,095ecda5-5b9c-4b46-bb83-61f3d162a70c
17665018cb624233ab5f19eeca0d357b,yes,40b8beaa-d991-4140-bb4f-7edcc5abdeee
17665018cb624233ab5f19eeca0d357b,yes,792c7ee3-21dd-4e16-a096-f9f7e3d40380
17665018cb624233ab5f19eeca0d357b,yes,16d568d9-d266-44c9-b34d-7dcd2cc061ec
17665018cb624233ab5f19eeca0d357b,no,f3f2f4c3-2ef8-415d-90a4-f7b3ca3d345e
17665018cb624233ab5f19eeca0d357b,yes,1ab54783-10fb-45ad-be22-29311f31f2a7
17665018cb624233ab5f19eeca0d357b,no,8f4ff2bb-3c6b-45bb-a6fa-66634d691220
9a2c3c0fab574ef8a28166092ae2e7c2,yes,4dbedf5a-2c75-4481-ad63-d727681b7421
9a2c3c0fab574ef8a28166092ae2e7c2,no,b2971e4b-e711-4a31-b503-f175cc6a0db6
9a2c3c0fab574ef8a28166092ae2e7c2,yes,e0de42b7-1da6-4789-a1ac-d19bc288cab9
9a2c3c0fab574ef8a28166092ae2e7c2,no,2a5538eb-8eb1-446b-9766-9b3065e0a172
9a2c3c0fab574ef8a28166092ae2e7c2,yes,84af5bb8-d246-4f36-b9f9-31e883981c08
9a2c3c0fab574ef8a28166092ae2e7c2,yes,6cde5a20-0ba0-468d-9a84-bc77a91a41d3
9a2c3c0fab574ef8a28166092ae2e7c2,yes,3ba41f6d-932c-4377-87ae-04f3c7d09fbf
9a2c3c0fab574ef8a28166092ae2e7c2,yes,290f35d2-78b3-4fa9-9935-a79308e498e1
9a2c3c0fab574ef8a28166092ae2e7c2,yes,0ccfc98a-02f0-43ab-bd07-5293b1aea35f
9a2c3c0fab574ef8a28166092ae2e7c2,no,ab921514-00c1-43df-8d59-96e0950b458a
9a2c3c0fab574ef8a28166092ae2e7c2,yes,cbaa42d2-a19b-472d-a51c-e6332b33faec
9a2c3c0fab574ef8a28166092ae2e7c2,yes,967c08bd-25c3-40be-a154-8b2c6de4cd24
9a2c3c0fab574ef8a28166092ae2e7c2,no,f8a28739-44ef-40bb-882b-93962352d6d3
8990c6862eea47d1910331c9dea4fad9,yes,ca26a508-8fb3-424d-8bf8-b5c9faf9c552
8990c6862eea47d1910331c9dea4fad9,no,d0c865d3-8262-4c64-a74b-b30307ac8701
8990c6862eea47d1910331c9dea4fad9,yes,51bdc157-9bc9-4192-8ab7-a498060ed2a7
8990c6862eea47d1910331c9dea4fad9,yes,37962ff2-911a-4112-9b87-f08cd977a78b
8990c6862eea47d1910331c9dea4fad9,no,dc661e5e-22fd-452c-9167-46fd6dd6f406
8990c6862eea47d1910331c9dea4fad9,yes,47a696ab-7676-4ae6-8edf-9d753cfccb2e
8990c6862eea47d1910331c9dea4fad9,no,1d354295-f27f-4904-88bc-03d6586be70e
8990c6862eea47d1910331c9dea4fad9,yes,2a21fb1b-ff11-4f53-ad33-ac3ca8d720d1
8990c6862eea47d1910331c9dea4fad9,yes,578812c8-f11c-4e18-a498-8982f9b2271f
8990c6862eea47d1910331c9dea4fad9,no,02b443fa-9da2-4d9c-a9ec-0a6914f93fd8
8990c6862eea47d1910331c9dea4fad9,yes,be9ae6df-0452-4de7-9128-c51aeced3fbf
8990c6862eea47d1910331c9dea4fad9,yes,b5253072-4206-41b3-8297-fc944154c274
8990c6862eea47d1910331c9dea4fad9,yes,3002a25b-d9d9-4236-a252-ff62d23801fc
8990c6862eea47d1910331c9dea4fad9,yes,11925f2e-fdb8-4c31-80a6-12d5ae92aa34
8990c6862eea47d1910331c9dea4fad9,yes,f403c870-458a-4d8e-b210-7c856793dc6e
8990c6862eea47d1910331c9dea4fad9,no,80f35bfa-d6f4-4db4-9586-26ae5ea7172c
8990c6862eea47d1910331c9dea4fad9,yes,4c30bcc9-3189-4ad6-9f18-999db0c8f231
8990c6862eea47d1910331c9dea4fad9,no,ce364027-b712-4dc4-b4cf-75178a0f0a3d
29f8f904b92948ad94a629a534897a7f,no,a434a19b-d770-470b-8ba7-918ef6d872ef
29f8f904b92948ad94a629a534897a7f,yes,67b81811-473c-453c-bf05-d05159a6ffcc
29f8f904b92948ad94a629a534897a7f,yes,534a72d0-103a-46fd-9c09-0d303ffcfbec
29f8f904b92948ad94a629a534897a7f,no,87310b4a-631f-47ca-943d-1cfc3bb3bcaf
29f8f904b92948ad94a629a534897a7f,yes,0e41cbf7-b058-49ff-b477-07d2dab2230a
29f8f904b92948ad94a629a534897a7f,yes,847c7db8-a4ba-497c-9f72-2f8deeb8cb5e
29f8f904b92948ad94a629a534897a7f,no,ee6e2937-4252-4172-8ade-77669648d5b0
29f8f904b92948ad94a629a534897a7f,no,170d5c5b-f6ac-4126-aa53-cf46a49cc0b9
29f8f904b92948ad94a629a534897a7f,yes,bfd52a08-d8fb-4882-82d3-b51dc92870b1
29f8f904b92948ad94a629a534897a7f,yes,a6409b12-eaf8-4ac9-abaa-643f4988bc87
29f8f904b92948ad94a629a534897a7f,no,95c9836a-9777-4ac3-8fa9-262ab9f530d9
29f8f904b92948ad94a629a534897a7f,no,9ebfce6f-2c16-464e-97e8-7eaaf2dab4f7
29f8f904b92948ad94a629a534897a7f,yes,35f4285a-cfd3-47e3-a1af-191a588f6bd2
29f8f904b92948ad94a629a534897a7f,yes,a319ac0a-f0f0-4fcd-a95b-2356a855d7bf
29f8f904b92948ad94a629a534897a7f,no,044fc847-b15e-475e-a044-80d79f8cbebd
29f8f904b92948ad94a629a534897a7f,no,659267d8-d5dd-4fe5-afc9-842426ad1cd2
29f8f904b92948ad94a629a534897a7f,yes,137d5b97-ebcf-4286-91fa-59068363bcb7
29f8f904b92948ad94a629a534897a7f,yes,bcddc819-58f7-44fe-92b8-35365784835f
29f8f904b92948ad94a629a534897a7f,no,b2790a16-6c0d-4b6b-8fe2-0925ef946c5c
